date,hour,year,month,weekday,temperature_2m_(°c),relativehumidity_2m_(%),weathercode_(wmo code)
2021-10-04,17,2021,10,Monday,27.0,62,1
2021-10-04,18,2021,10,Monday,25.5,70,51
2021-10-04,19,2021,10,Monday,23.2,80,63
2021-10-04,20,2021,10,Monday,21.6,88,63
2021-10-04,21,2021,10,Monday,20.9,92,53
2021-10-04,22,2021,10,Monday,20.3,95,1
2021-10-04,23,2021,10,Monday,19.8,97,1
2021-10-05,0,2021,10,Tuesday,19.6,98,2
2021-10-05,1,2021,10,Tuesday,19.3,98,3
2021-10-05,2,2021,10,Tuesday,19.0,99,3
2021-10-05,3,2021,10,Tuesday,19.4,99,3
2021-10-05,4,2021,10,Tuesday,19.3,99,2
2021-10-05,5,2021,10,Tuesday,18.8,100,3
2021-10-05,6,2021,10,Tuesday,18.9,100,3
2021-10-05,7,2021,10,Tuesday,18.8,100,3
2021-10-05,8,2021,10,Tuesday,19.3,99,3
2021-10-05,9,2021,10,Tuesday,20.2,95,3
2021-10-05,10,2021,10,Tuesday,21.6,88,3
2021-10-05,11,2021,10,Tuesday,22.7,83,3
2021-10-05,12,2021,10,Tuesday,23.4,79,3
2021-10-05,13,2021,10,Tuesday,24.2,74,3
2021-10-05,14,2021,10,Tuesday,24.8,72,51
2021-10-05,15,2021,10,Tuesday,23.0,86,61
2021-10-05,16,2021,10,Tuesday,22.2,91,61
2021-10-05,17,2021,10,Tuesday,22.1,93,51
2021-10-05,18,2021,10,Tuesday,21.7,94,3
2021-10-05,19,2021,10,Tuesday,21.1,95,51
2021-10-05,20,2021,10,Tuesday,20.9,96,3
2021-10-05,21,2021,10,Tuesday,20.7,96,3
2021-10-05,22,2021,10,Tuesday,20.7,96,3
2021-10-05,23,2021,10,Tuesday,20.6,96,3
2021-10-06,0,2021,10,Wednesday,20.4,97,3
2021-10-06,1,2021,10,Wednesday,20.2,98,3
2021-10-06,2,2021,10,Wednesday,20.0,98,3
2021-10-06,3,2021,10,Wednesday,19.7,99,51
2021-10-06,4,2021,10,Wednesday,19.6,99,3
2021-10-06,5,2021,10,Wednesday,19.5,99,3
2021-10-06,6,2021,10,Wednesday,19.5,98,3
2021-10-06,7,2021,10,Wednesday,19.5,98,3
2021-10-06,8,2021,10,Wednesday,19.5,97,3
2021-10-06,9,2021,10,Wednesday,19.6,98,51
2021-10-06,10,2021,10,Wednesday,19.8,98,51
2021-10-06,11,2021,10,Wednesday,20.1,97,3
2021-10-06,12,2021,10,Wednesday,20.4,96,3
2021-10-06,13,2021,10,Wednesday,20.6,95,3
2021-10-06,14,2021,10,Wednesday,20.6,93,3
2021-10-06,15,2021,10,Wednesday,20.8,88,3
2021-10-06,16,2021,10,Wednesday,21.3,85,3
2021-10-06,17,2021,10,Wednesday,21.4,85,3
2021-10-06,18,2021,10,Wednesday,21.3,86,3
2021-10-06,19,2021,10,Wednesday,20.9,87,3
2021-10-06,20,2021,10,Wednesday,20.8,87,3
2021-10-06,21,2021,10,Wednesday,20.6,88,2
2021-10-06,22,2021,10,Wednesday,20.4,89,3
2021-10-06,23,2021,10,Wednesday,20.3,89,3
2021-10-07,0,2021,10,Thursday,20.0,89,3
2021-10-07,1,2021,10,Thursday,19.8,89,1
2021-10-07,2,2021,10,Thursday,19.6,89,1
2021-10-07,3,2021,10,Thursday,18.8,95,3
2021-10-07,4,2021,10,Thursday,18.6,95,3
2021-10-07,5,2021,10,Thursday,18.6,94,3
2021-10-07,6,2021,10,Thursday,18.4,94,3
2021-10-07,7,2021,10,Thursday,18.2,94,3
2021-10-07,8,2021,10,Thursday,18.3,94,3
2021-10-07,9,2021,10,Thursday,19.2,88,3
2021-10-07,10,2021,10,Thursday,20.1,81,3
2021-10-07,11,2021,10,Thursday,21.2,75,2
2021-10-07,12,2021,10,Thursday,22.6,68,3
2021-10-07,13,2021,10,Thursday,23.2,65,2
2021-10-07,14,2021,10,Thursday,23.6,62,3
2021-10-07,15,2021,10,Thursday,23.5,62,3
2021-10-07,16,2021,10,Thursday,23.4,63,3
2021-10-07,17,2021,10,Thursday,23.4,63,3
2021-10-07,18,2021,10,Thursday,22.7,68,3
2021-10-07,19,2021,10,Thursday,21.6,74,3
2021-10-07,20,2021,10,Thursday,20.6,83,2
2021-10-07,21,2021,10,Thursday,20.2,83,3
2021-10-07,22,2021,10,Thursday,19.6,86,2
2021-10-07,23,2021,10,Thursday,19.1,88,1
2021-10-08,0,2021,10,Friday,19.0,88,0
2021-10-08,1,2021,10,Friday,18.8,89,0
2021-10-08,2,2021,10,Friday,18.0,93,0
2021-10-08,3,2021,10,Friday,18.6,93,0
2021-10-08,4,2021,10,Friday,17.2,97,1
2021-10-08,5,2021,10,Friday,17.1,98,2
2021-10-08,6,2021,10,Friday,17.0,98,3
2021-10-08,7,2021,10,Friday,17.2,99,3
2021-10-08,8,2021,10,Friday,17.9,98,3
2021-10-08,9,2021,10,Friday,19.6,93,3
2021-10-08,10,2021,10,Friday,21.1,83,1
2021-10-08,11,2021,10,Friday,22.0,76,1
2021-10-08,12,2021,10,Friday,23.3,69,2
2021-10-08,13,2021,10,Friday,23.8,65,3
2021-10-08,14,2021,10,Friday,24.2,63,3
2021-10-08,15,2021,10,Friday,24.2,64,3
2021-10-08,16,2021,10,Friday,24.2,63,3
2021-10-08,17,2021,10,Friday,23.8,65,3
2021-10-08,18,2021,10,Friday,23.1,69,3
2021-10-08,19,2021,10,Friday,22.0,74,3
2021-10-08,20,2021,10,Friday,21.3,78,3
2021-10-08,21,2021,10,Friday,20.7,82,3
2021-10-08,22,2021,10,Friday,20.3,84,3
2021-10-08,23,2021,10,Friday,20.0,85,2
2021-10-09,0,2021,10,Saturday,19.7,86,3
2021-10-09,1,2021,10,Saturday,19.2,89,3
2021-10-09,2,2021,10,Saturday,18.9,89,3
2021-10-09,3,2021,10,Saturday,19.2,87,2
2021-10-09,4,2021,10,Saturday,19.0,86,2
2021-10-09,5,2021,10,Saturday,18.9,85,2
2021-10-09,6,2021,10,Saturday,18.7,86,2
2021-10-09,7,2021,10,Saturday,18.6,87,2
2021-10-09,8,2021,10,Saturday,18.7,88,3
2021-10-09,9,2021,10,Saturday,19.4,84,3
2021-10-09,10,2021,10,Saturday,20.5,77,3
2021-10-09,11,2021,10,Saturday,21.2,72,3
2021-10-09,12,2021,10,Saturday,21.7,67,3
2021-10-09,13,2021,10,Saturday,21.9,65,3
2021-10-09,14,2021,10,Saturday,21.7,65,3
2021-10-09,15,2021,10,Saturday,21.9,69,3
2021-10-09,16,2021,10,Saturday,21.9,68,3
2021-10-09,17,2021,10,Saturday,21.8,67,3
2021-10-09,18,2021,10,Saturday,21.3,68,3
2021-10-09,19,2021,10,Saturday,20.9,69,3
2021-10-09,20,2021,10,Saturday,20.6,71,3
2021-10-09,21,2021,10,Saturday,20.2,73,2
2021-10-09,22,2021,10,Saturday,19.9,75,2
2021-10-09,23,2021,10,Saturday,19.6,78,3
2021-10-10,0,2021,10,Sunday,19.3,80,3
2021-10-10,1,2021,10,Sunday,19.1,83,3
2021-10-10,2,2021,10,Sunday,19.1,85,3
2021-10-10,3,2021,10,Sunday,19.0,85,3
2021-10-10,4,2021,10,Sunday,19.0,87,3
2021-10-10,5,2021,10,Sunday,18.9,89,51
2021-10-10,6,2021,10,Sunday,18.7,92,3
2021-10-10,7,2021,10,Sunday,18.9,93,3
2021-10-10,8,2021,10,Sunday,19.2,93,3
2021-10-10,9,2021,10,Sunday,19.7,91,3
2021-10-10,10,2021,10,Sunday,20.1,88,3
2021-10-10,11,2021,10,Sunday,20.8,83,3
2021-10-10,12,2021,10,Sunday,21.4,80,3
2021-10-10,13,2021,10,Sunday,22.2,75,3
2021-10-10,14,2021,10,Sunday,22.7,73,3
2021-10-10,15,2021,10,Sunday,22.0,79,3
2021-10-10,16,2021,10,Sunday,22.0,79,3
2021-10-10,17,2021,10,Sunday,21.6,81,3
2021-10-10,18,2021,10,Sunday,21.0,82,3
2021-10-10,19,2021,10,Sunday,20.4,83,3
2021-10-10,20,2021,10,Sunday,20.0,83,3
2021-10-10,21,2021,10,Sunday,19.8,84,3
2021-10-10,22,2021,10,Sunday,19.7,85,3
2021-10-10,23,2021,10,Sunday,19.7,85,3
2021-10-11,0,2021,10,Monday,19.6,85,3
2021-10-11,1,2021,10,Monday,19.5,83,3
2021-10-11,2,2021,10,Monday,19.4,82,1
2021-10-11,3,2021,10,Monday,18.3,87,1
2021-10-11,4,2021,10,Monday,17.8,88,1
2021-10-11,5,2021,10,Monday,17.6,88,2
2021-10-11,6,2021,10,Monday,17.5,88,3
2021-10-11,7,2021,10,Monday,17.6,87,3
2021-10-11,8,2021,10,Monday,17.5,88,3
2021-10-11,9,2021,10,Monday,18.3,82,3
2021-10-11,10,2021,10,Monday,19.0,78,3
2021-10-11,11,2021,10,Monday,19.6,76,3
2021-10-11,12,2021,10,Monday,20.4,73,3
2021-10-11,13,2021,10,Monday,21.4,69,3
2021-10-11,14,2021,10,Monday,22.2,64,3
2021-10-11,15,2021,10,Monday,21.1,72,3
2021-10-11,16,2021,10,Monday,21.3,71,3
2021-10-11,17,2021,10,Monday,21.4,71,3
2021-10-11,18,2021,10,Monday,21.0,74,3
2021-10-11,19,2021,10,Monday,20.7,74,3
2021-10-11,20,2021,10,Monday,20.5,75,3
2021-10-11,21,2021,10,Monday,20.3,76,3
2021-10-11,22,2021,10,Monday,19.9,78,3
2021-10-11,23,2021,10,Monday,19.8,78,3
2021-10-12,0,2021,10,Tuesday,19.6,78,3
2021-10-12,1,2021,10,Tuesday,19.4,80,2
2021-10-12,2,2021,10,Tuesday,19.2,81,3
2021-10-12,3,2021,10,Tuesday,18.4,86,3
2021-10-12,4,2021,10,Tuesday,18.1,86,3
2021-10-12,5,2021,10,Tuesday,18.0,86,3
2021-10-12,6,2021,10,Tuesday,17.9,85,3
2021-10-12,7,2021,10,Tuesday,17.8,86,3
2021-10-12,8,2021,10,Tuesday,17.7,87,2
2021-10-12,9,2021,10,Tuesday,18.6,85,2
2021-10-12,10,2021,10,Tuesday,19.8,83,2
2021-10-12,11,2021,10,Tuesday,20.5,81,3
2021-10-12,12,2021,10,Tuesday,21.4,77,3
2021-10-12,13,2021,10,Tuesday,21.8,76,51
2021-10-12,14,2021,10,Tuesday,21.9,76,51
2021-10-12,15,2021,10,Tuesday,20.7,81,3
2021-10-12,16,2021,10,Tuesday,21.0,80,3
2021-10-12,17,2021,10,Tuesday,21.0,80,3
2021-10-12,18,2021,10,Tuesday,20.8,81,3
2021-10-12,19,2021,10,Tuesday,20.5,84,51
2021-10-12,20,2021,10,Tuesday,20.0,89,3
2021-10-12,21,2021,10,Tuesday,19.9,88,3
2021-10-12,22,2021,10,Tuesday,19.5,90,2
2021-10-12,23,2021,10,Tuesday,18.9,94,1
2021-10-13,0,2021,10,Wednesday,19.4,90,2
2021-10-13,1,2021,10,Wednesday,19.0,92,1
2021-10-13,2,2021,10,Wednesday,18.7,94,1
2021-10-13,3,2021,10,Wednesday,17.5,99,2
2021-10-13,4,2021,10,Wednesday,17.5,99,3
2021-10-13,5,2021,10,Wednesday,17.7,99,3
2021-10-13,6,2021,10,Wednesday,18.2,99,3
2021-10-13,7,2021,10,Wednesday,18.3,99,3
2021-10-13,8,2021,10,Wednesday,18.9,97,3
2021-10-13,9,2021,10,Wednesday,19.4,95,51
2021-10-13,10,2021,10,Wednesday,20.8,85,3
2021-10-13,11,2021,10,Wednesday,21.9,78,3
2021-10-13,12,2021,10,Wednesday,22.5,75,3
2021-10-13,13,2021,10,Wednesday,23.1,72,3
2021-10-13,14,2021,10,Wednesday,23.9,68,3
2021-10-13,15,2021,10,Wednesday,22.9,76,51
2021-10-13,16,2021,10,Wednesday,22.9,76,51
2021-10-13,17,2021,10,Wednesday,22.8,76,1
2021-10-13,18,2021,10,Wednesday,22.3,80,1
2021-10-13,19,2021,10,Wednesday,21.4,84,1
2021-10-13,20,2021,10,Wednesday,20.7,88,1
2021-10-13,21,2021,10,Wednesday,20.0,91,1
2021-10-13,22,2021,10,Wednesday,19.3,95,0
2021-10-13,23,2021,10,Wednesday,19.0,95,0
2021-10-14,0,2021,10,Thursday,18.7,96,1
2021-10-14,1,2021,10,Thursday,18.5,96,2
2021-10-14,2,2021,10,Thursday,18.3,96,2
2021-10-14,3,2021,10,Thursday,18.2,98,3
2021-10-14,4,2021,10,Thursday,18.4,97,3
2021-10-14,5,2021,10,Thursday,18.2,98,1
2021-10-14,6,2021,10,Thursday,17.9,98,3
2021-10-14,7,2021,10,Thursday,17.7,97,3
2021-10-14,8,2021,10,Thursday,17.7,96,3
2021-10-14,9,2021,10,Thursday,19.4,89,1
2021-10-14,10,2021,10,Thursday,21.7,77,1
2021-10-14,11,2021,10,Thursday,23.3,62,0
2021-10-14,12,2021,10,Thursday,24.3,53,0
2021-10-14,13,2021,10,Thursday,25.1,48,0
2021-10-14,14,2021,10,Thursday,25.7,45,1
2021-10-14,15,2021,10,Thursday,25.7,52,0
2021-10-14,16,2021,10,Thursday,25.8,51,1
2021-10-14,17,2021,10,Thursday,25.5,52,1
2021-10-14,18,2021,10,Thursday,24.1,62,0
2021-10-14,19,2021,10,Thursday,22.5,75,0
2021-10-14,20,2021,10,Thursday,22.7,65,0
2021-10-14,21,2021,10,Thursday,21.7,70,0
2021-10-14,22,2021,10,Thursday,21.3,72,0
2021-10-14,23,2021,10,Thursday,20.6,75,0
2021-10-15,0,2021,10,Friday,18.4,86,0
2021-10-15,1,2021,10,Friday,17.6,90,0
2021-10-15,2,2021,10,Friday,17.3,90,0
2021-10-15,3,2021,10,Friday,16.9,89,0
2021-10-15,4,2021,10,Friday,17.0,87,0
2021-10-15,5,2021,10,Friday,17.3,86,0
2021-10-15,6,2021,10,Friday,17.9,84,0
2021-10-15,7,2021,10,Friday,18.0,84,1
2021-10-15,8,2021,10,Friday,17.8,86,2
2021-10-15,9,2021,10,Friday,19.8,81,3
2021-10-15,10,2021,10,Friday,22.9,69,2
2021-10-15,11,2021,10,Friday,25.0,60,2
2021-10-15,12,2021,10,Friday,26.5,55,1
2021-10-15,13,2021,10,Friday,27.4,53,1
2021-10-15,14,2021,10,Friday,27.9,53,0
2021-10-15,15,2021,10,Friday,27.7,62,1
2021-10-15,16,2021,10,Friday,27.5,62,1
2021-10-15,17,2021,10,Friday,26.8,64,1
2021-10-15,18,2021,10,Friday,25.6,68,1
2021-10-15,19,2021,10,Friday,24.0,74,0
2021-10-15,20,2021,10,Friday,23.1,77,0
2021-10-15,21,2021,10,Friday,22.4,78,0
2021-10-15,22,2021,10,Friday,22.0,79,0
2021-10-15,23,2021,10,Friday,21.6,80,0
2021-10-16,0,2021,10,Saturday,21.3,80,0
2021-10-16,1,2021,10,Saturday,20.9,82,0
2021-10-16,2,2021,10,Saturday,20.7,83,0
2021-10-16,3,2021,10,Saturday,20.3,85,0
2021-10-16,4,2021,10,Saturday,20.0,86,0
2021-10-16,5,2021,10,Saturday,19.8,87,0
2021-10-16,6,2021,10,Saturday,19.7,87,0
2021-10-16,7,2021,10,Saturday,19.5,88,0
2021-10-16,8,2021,10,Saturday,19.5,87,0
2021-10-16,9,2021,10,Saturday,20.7,83,0
2021-10-16,10,2021,10,Saturday,22.2,77,1
2021-10-16,11,2021,10,Saturday,23.8,72,0
2021-10-16,12,2021,10,Saturday,25.3,68,0
2021-10-16,13,2021,10,Saturday,26.7,63,1
2021-10-16,14,2021,10,Saturday,24.9,71,63
2021-10-16,15,2021,10,Saturday,21.3,82,55
2021-10-16,16,2021,10,Saturday,20.2,75,51
2021-10-16,17,2021,10,Saturday,18.7,79,53
2021-10-16,18,2021,10,Saturday,17.2,84,51
2021-10-16,19,2021,10,Saturday,16.4,80,1
2021-10-16,20,2021,10,Saturday,15.7,73,0
2021-10-16,21,2021,10,Saturday,15.4,69,0
2021-10-16,22,2021,10,Saturday,14.9,66,0
2021-10-16,23,2021,10,Saturday,14.6,67,0
2021-10-17,0,2021,10,Sunday,14.3,67,0
2021-10-17,1,2021,10,Sunday,14.1,67,0
2021-10-17,2,2021,10,Sunday,13.8,66,0
2021-10-17,3,2021,10,Sunday,13.1,68,0
2021-10-17,4,2021,10,Sunday,12.8,67,0
2021-10-17,5,2021,10,Sunday,12.5,65,0
2021-10-17,6,2021,10,Sunday,12.3,64,0
2021-10-17,7,2021,10,Sunday,12.0,63,0
2021-10-17,8,2021,10,Sunday,12.0,63,0
2021-10-17,9,2021,10,Sunday,12.9,61,0
2021-10-17,10,2021,10,Sunday,14.2,54,0
2021-10-17,11,2021,10,Sunday,15.4,50,0
2021-10-17,12,2021,10,Sunday,16.8,43,3
2021-10-17,13,2021,10,Sunday,17.2,41,2
2021-10-17,14,2021,10,Sunday,17.0,42,1
2021-10-17,15,2021,10,Sunday,17.7,39,1
2021-10-17,16,2021,10,Sunday,17.8,36,0
2021-10-17,17,2021,10,Sunday,17.4,35,0
2021-10-17,18,2021,10,Sunday,16.5,36,0
2021-10-17,19,2021,10,Sunday,15.5,38,0
2021-10-17,20,2021,10,Sunday,14.7,40,0
2021-10-17,21,2021,10,Sunday,14.1,43,0
2021-10-17,22,2021,10,Sunday,13.6,47,0
2021-10-17,23,2021,10,Sunday,13.2,50,0
2021-10-18,0,2021,10,Monday,12.7,53,0
2021-10-18,1,2021,10,Monday,12.2,55,0
2021-10-18,2,2021,10,Monday,11.7,58,0
2021-10-18,3,2021,10,Monday,10.6,66,0
2021-10-18,4,2021,10,Monday,10.2,69,0
2021-10-18,5,2021,10,Monday,10.1,70,0
2021-10-18,6,2021,10,Monday,10.0,69,0
2021-10-18,7,2021,10,Monday,10.1,68,0
2021-10-18,8,2021,10,Monday,10.6,65,0
2021-10-18,9,2021,10,Monday,12.3,62,0
2021-10-18,10,2021,10,Monday,14.3,55,0
2021-10-18,11,2021,10,Monday,15.6,48,0
2021-10-18,12,2021,10,Monday,16.8,43,1
2021-10-18,13,2021,10,Monday,17.6,39,1
2021-10-18,14,2021,10,Monday,18.4,35,1
2021-10-18,15,2021,10,Monday,19.0,35,1
2021-10-18,16,2021,10,Monday,19.1,34,0
2021-10-18,17,2021,10,Monday,18.5,36,0
2021-10-18,18,2021,10,Monday,17.4,39,0
2021-10-18,19,2021,10,Monday,16.2,41,0
2021-10-18,20,2021,10,Monday,15.0,45,0
2021-10-18,21,2021,10,Monday,14.2,48,0
2021-10-18,22,2021,10,Monday,13.5,51,1
2021-10-18,23,2021,10,Monday,12.6,55,0
2021-10-19,0,2021,10,Tuesday,11.8,58,0
2021-10-19,1,2021,10,Tuesday,11.0,61,0
2021-10-19,2,2021,10,Tuesday,10.4,63,0
2021-10-19,3,2021,10,Tuesday,9.8,67,0
2021-10-19,4,2021,10,Tuesday,9.2,70,0
2021-10-19,5,2021,10,Tuesday,8.7,72,0
2021-10-19,6,2021,10,Tuesday,8.2,75,0
2021-10-19,7,2021,10,Tuesday,7.8,78,0
2021-10-19,8,2021,10,Tuesday,7.7,81,0
2021-10-19,9,2021,10,Tuesday,11.3,69,0
2021-10-19,10,2021,10,Tuesday,14.1,58,0
2021-10-19,11,2021,10,Tuesday,16.4,52,0
2021-10-19,12,2021,10,Tuesday,18.3,47,0
2021-10-19,13,2021,10,Tuesday,19.9,43,0
2021-10-19,14,2021,10,Tuesday,21.0,39,0
2021-10-19,15,2021,10,Tuesday,21.9,38,0
2021-10-19,16,2021,10,Tuesday,22.2,37,0
2021-10-19,17,2021,10,Tuesday,21.7,40,0
2021-10-19,18,2021,10,Tuesday,19.8,46,0
2021-10-19,19,2021,10,Tuesday,17.9,52,0
2021-10-19,20,2021,10,Tuesday,16.5,57,0
2021-10-19,21,2021,10,Tuesday,15.5,59,0
2021-10-19,22,2021,10,Tuesday,14.8,61,0
2021-10-19,23,2021,10,Tuesday,14.4,62,0
2021-10-20,0,2021,10,Wednesday,14.1,64,0
2021-10-20,1,2021,10,Wednesday,13.9,66,0
2021-10-20,2,2021,10,Wednesday,13.6,68,1
2021-10-20,3,2021,10,Wednesday,13.4,68,1
2021-10-20,4,2021,10,Wednesday,13.4,69,1
2021-10-20,5,2021,10,Wednesday,13.3,70,1
2021-10-20,6,2021,10,Wednesday,13.4,69,1
2021-10-20,7,2021,10,Wednesday,13.3,70,1
2021-10-20,8,2021,10,Wednesday,13.2,73,0
2021-10-20,9,2021,10,Wednesday,15.1,70,0
2021-10-20,10,2021,10,Wednesday,18.1,58,0
2021-10-20,11,2021,10,Wednesday,20.2,52,0
2021-10-20,12,2021,10,Wednesday,21.9,47,0
2021-10-20,13,2021,10,Wednesday,23.0,43,0
2021-10-20,14,2021,10,Wednesday,23.7,40,0
2021-10-20,15,2021,10,Wednesday,24.1,40,0
2021-10-20,16,2021,10,Wednesday,24.1,39,0
2021-10-20,17,2021,10,Wednesday,23.4,42,0
2021-10-20,18,2021,10,Wednesday,21.6,48,0
2021-10-20,19,2021,10,Wednesday,19.6,55,0
2021-10-20,20,2021,10,Wednesday,17.9,62,0
2021-10-20,21,2021,10,Wednesday,16.6,67,0
2021-10-20,22,2021,10,Wednesday,15.6,72,0
2021-10-20,23,2021,10,Wednesday,14.7,75,0
2021-10-21,0,2021,10,Thursday,13.9,78,0
2021-10-21,1,2021,10,Thursday,13.2,82,0
2021-10-21,2,2021,10,Thursday,12.5,85,0
2021-10-21,3,2021,10,Thursday,11.8,86,0
2021-10-21,4,2021,10,Thursday,12.3,84,0
2021-10-21,5,2021,10,Thursday,13.3,81,0
2021-10-21,6,2021,10,Thursday,11.9,87,0
2021-10-21,7,2021,10,Thursday,10.3,94,0
2021-10-21,8,2021,10,Thursday,10.5,94,0
2021-10-21,9,2021,10,Thursday,13.7,87,0
2021-10-21,10,2021,10,Thursday,17.5,70,0
2021-10-21,11,2021,10,Thursday,20.2,59,0
2021-10-21,12,2021,10,Thursday,21.9,51,0
2021-10-21,13,2021,10,Thursday,23.3,45,0
2021-10-21,14,2021,10,Thursday,24.1,42,0
2021-10-21,15,2021,10,Thursday,24.2,43,0
2021-10-21,16,2021,10,Thursday,24.0,43,0
2021-10-21,17,2021,10,Thursday,23.3,46,0
2021-10-21,18,2021,10,Thursday,21.4,52,0
2021-10-21,19,2021,10,Thursday,20.1,57,0
2021-10-21,20,2021,10,Thursday,19.9,58,0
2021-10-21,21,2021,10,Thursday,20.3,57,0
2021-10-21,22,2021,10,Thursday,20.3,57,1
2021-10-21,23,2021,10,Thursday,20.1,58,1
2021-10-22,0,2021,10,Friday,20.0,59,0
2021-10-22,1,2021,10,Friday,20.0,61,0
2021-10-22,2,2021,10,Friday,19.3,66,2
2021-10-22,3,2021,10,Friday,19.1,70,1
2021-10-22,4,2021,10,Friday,18.4,74,0
2021-10-22,5,2021,10,Friday,17.6,72,0
2021-10-22,6,2021,10,Friday,16.7,67,0
2021-10-22,7,2021,10,Friday,15.9,66,0
2021-10-22,8,2021,10,Friday,15.3,68,0
2021-10-22,9,2021,10,Friday,15.6,66,0
2021-10-22,10,2021,10,Friday,16.5,61,0
2021-10-22,11,2021,10,Friday,17.6,57,0
2021-10-22,12,2021,10,Friday,18.9,53,1
2021-10-22,13,2021,10,Friday,20.2,47,3
2021-10-22,14,2021,10,Friday,20.8,45,3
2021-10-22,15,2021,10,Friday,20.8,47,3
2021-10-22,16,2021,10,Friday,20.6,47,3
2021-10-22,17,2021,10,Friday,19.8,51,3
2021-10-22,18,2021,10,Friday,19.0,55,3
2021-10-22,19,2021,10,Friday,18.3,57,3
2021-10-22,20,2021,10,Friday,17.7,59,3
2021-10-22,21,2021,10,Friday,17.1,62,2
2021-10-22,22,2021,10,Friday,16.2,67,2
2021-10-22,23,2021,10,Friday,15.7,72,2
2021-10-23,0,2021,10,Saturday,15.7,71,0
2021-10-23,1,2021,10,Saturday,15.5,71,0
2021-10-23,2,2021,10,Saturday,15.2,72,1
2021-10-23,3,2021,10,Saturday,13.8,76,2
2021-10-23,4,2021,10,Saturday,13.7,77,2
2021-10-23,5,2021,10,Saturday,13.5,78,3
2021-10-23,6,2021,10,Saturday,13.7,77,2
2021-10-23,7,2021,10,Saturday,13.7,79,3
2021-10-23,8,2021,10,Saturday,13.9,79,3
2021-10-23,9,2021,10,Saturday,14.4,75,3
2021-10-23,10,2021,10,Saturday,14.8,73,3
2021-10-23,11,2021,10,Saturday,15.2,71,2
2021-10-23,12,2021,10,Saturday,16.0,66,1
2021-10-23,13,2021,10,Saturday,16.9,61,3
2021-10-23,14,2021,10,Saturday,17.7,56,2
2021-10-23,15,2021,10,Saturday,18.5,54,3
2021-10-23,16,2021,10,Saturday,18.2,54,1
2021-10-23,17,2021,10,Saturday,18.4,52,1
2021-10-23,18,2021,10,Saturday,17.4,54,1
2021-10-23,19,2021,10,Saturday,16.0,58,2
2021-10-23,20,2021,10,Saturday,15.1,61,3
2021-10-23,21,2021,10,Saturday,14.4,64,3
2021-10-23,22,2021,10,Saturday,13.7,66,1
2021-10-23,23,2021,10,Saturday,13.1,67,0
2021-10-24,0,2021,10,Sunday,12.4,70,0
2021-10-24,1,2021,10,Sunday,11.4,79,2
2021-10-24,2,2021,10,Sunday,12.5,68,2
2021-10-24,3,2021,10,Sunday,12.3,78,2
2021-10-24,4,2021,10,Sunday,12.2,81,2
2021-10-24,5,2021,10,Sunday,12.4,80,2
2021-10-24,6,2021,10,Sunday,12.6,80,2
2021-10-24,7,2021,10,Sunday,12.8,77,3
2021-10-24,8,2021,10,Sunday,13.0,77,3
2021-10-24,9,2021,10,Sunday,13.6,75,3
2021-10-24,10,2021,10,Sunday,14.3,72,3
2021-10-24,11,2021,10,Sunday,15.4,67,2
2021-10-24,12,2021,10,Sunday,16.6,62,1
2021-10-24,13,2021,10,Sunday,18.0,59,1
2021-10-24,14,2021,10,Sunday,19.1,58,1
2021-10-24,15,2021,10,Sunday,20.5,55,3
2021-10-24,16,2021,10,Sunday,21.1,54,3
2021-10-24,17,2021,10,Sunday,20.9,56,2
2021-10-24,18,2021,10,Sunday,19.3,64,1
2021-10-24,19,2021,10,Sunday,17.9,72,0
2021-10-24,20,2021,10,Sunday,17.2,78,1
2021-10-24,21,2021,10,Sunday,16.9,79,0
2021-10-24,22,2021,10,Sunday,17.0,75,0
2021-10-24,23,2021,10,Sunday,17.0,70,0
2021-10-25,0,2021,10,Monday,17.0,69,1
2021-10-25,1,2021,10,Monday,16.8,71,1
2021-10-25,2,2021,10,Monday,16.7,74,1
2021-10-25,3,2021,10,Monday,16.6,78,1
2021-10-25,4,2021,10,Monday,16.6,83,1
2021-10-25,5,2021,10,Monday,16.7,87,1
2021-10-25,6,2021,10,Monday,16.7,90,1
2021-10-25,7,2021,10,Monday,16.5,93,1
2021-10-25,8,2021,10,Monday,16.5,94,1
2021-10-25,9,2021,10,Monday,17.6,90,0
2021-10-25,10,2021,10,Monday,19.6,82,2
2021-10-25,11,2021,10,Monday,21.3,75,0
2021-10-25,12,2021,10,Monday,23.0,68,0
2021-10-25,13,2021,10,Monday,24.3,60,0
2021-10-25,14,2021,10,Monday,24.9,58,0
2021-10-25,15,2021,10,Monday,26.0,53,0
2021-10-25,16,2021,10,Monday,25.4,55,2
2021-10-25,17,2021,10,Monday,23.9,65,2
2021-10-25,18,2021,10,Monday,22.1,77,51
2021-10-25,19,2021,10,Monday,20.0,90,61
2021-10-25,20,2021,10,Monday,19.2,95,63
2021-10-25,21,2021,10,Monday,18.7,97,63
2021-10-25,22,2021,10,Monday,18.5,98,63
2021-10-25,23,2021,10,Monday,18.2,98,63
2021-10-26,0,2021,10,Tuesday,18.0,98,63
2021-10-26,1,2021,10,Tuesday,17.9,97,61
2021-10-26,2,2021,10,Tuesday,17.7,99,61
2021-10-26,3,2021,10,Tuesday,16.9,99,63
2021-10-26,4,2021,10,Tuesday,16.5,100,61
