date,hour,year,month,weekday,temperature_2m_(°c),relativehumidity_2m_(%),weathercode_(wmo code)
2021-01-01,0,2021,1,Friday,2.4,90,1
2021-01-01,1,2021,1,Friday,1.8,88,1
2021-01-01,2,2021,1,Friday,1.1,87,2
2021-01-01,3,2021,1,Friday,1.6,81,2
2021-01-01,4,2021,1,Friday,1.6,77,2
2021-01-01,5,2021,1,Friday,1.4,75,2
2021-01-01,6,2021,1,Friday,1.4,72,2
2021-01-01,7,2021,1,Friday,1.4,71,3
2021-01-01,8,2021,1,Friday,1.4,71,3
2021-01-01,9,2021,1,Friday,1.6,70,3
2021-01-01,10,2021,1,Friday,1.9,69,3
2021-01-01,11,2021,1,Friday,2.0,71,3
2021-01-01,12,2021,1,Friday,2.0,80,51
2021-01-01,13,2021,1,Friday,2.1,87,53
2021-01-01,14,2021,1,Friday,2.2,90,53
2021-01-01,15,2021,1,Friday,2.3,92,53
2021-01-01,16,2021,1,Friday,2.5,94,53
2021-01-01,17,2021,1,Friday,2.5,95,53
2021-01-01,18,2021,1,Friday,2.7,96,61
2021-01-01,19,2021,1,Friday,3.0,97,63
2021-01-01,20,2021,1,Friday,3.5,97,63
2021-01-01,21,2021,1,Friday,4.1,98,61
2021-01-01,22,2021,1,Friday,4.7,98,63
2021-01-01,23,2021,1,Friday,5.2,98,63
2021-01-02,0,2021,1,Saturday,5.2,99,61
2021-01-02,1,2021,1,Saturday,5.1,99,51
2021-01-02,2,2021,1,Saturday,5.2,98,3
2021-01-02,3,2021,1,Saturday,4.0,98,3
2021-01-02,4,2021,1,Saturday,4.4,98,3
2021-01-02,5,2021,1,Saturday,5.2,98,3
2021-01-02,6,2021,1,Saturday,5.9,97,3
2021-01-02,7,2021,1,Saturday,6.3,97,3
2021-01-02,8,2021,1,Saturday,6.5,96,3
2021-01-02,9,2021,1,Saturday,6.7,97,3
2021-01-02,10,2021,1,Saturday,7.7,97,3
2021-01-02,11,2021,1,Saturday,9.5,93,3
2021-01-02,12,2021,1,Saturday,11.2,80,1
2021-01-02,13,2021,1,Saturday,11.9,66,1
2021-01-02,14,2021,1,Saturday,11.8,62,3
2021-01-02,15,2021,1,Saturday,12.4,63,3
2021-01-02,16,2021,1,Saturday,11.8,63,2
2021-01-02,17,2021,1,Saturday,11.1,64,1
2021-01-02,18,2021,1,Saturday,9.4,70,1
2021-01-02,19,2021,1,Saturday,8.1,76,1
2021-01-02,20,2021,1,Saturday,7.0,81,2
2021-01-02,21,2021,1,Saturday,6.0,85,1
2021-01-02,22,2021,1,Saturday,5.0,89,1
2021-01-02,23,2021,1,Saturday,4.1,91,1
2021-01-03,0,2021,1,Sunday,3.4,92,1
2021-01-03,1,2021,1,Sunday,3.1,91,1
2021-01-03,2,2021,1,Sunday,2.9,91,1
2021-01-03,3,2021,1,Sunday,3.1,88,1
2021-01-03,4,2021,1,Sunday,3.3,86,3
2021-01-03,5,2021,1,Sunday,3.9,81,2
2021-01-03,6,2021,1,Sunday,3.7,86,61
2021-01-03,7,2021,1,Sunday,3.6,91,61
2021-01-03,8,2021,1,Sunday,3.4,93,63
2021-01-03,9,2021,1,Sunday,3.2,93,53
2021-01-03,10,2021,1,Sunday,3.5,93,3
2021-01-03,11,2021,1,Sunday,3.9,92,3
2021-01-03,12,2021,1,Sunday,4.4,91,3
2021-01-03,13,2021,1,Sunday,5.1,89,3
2021-01-03,14,2021,1,Sunday,5.3,89,3
2021-01-03,15,2021,1,Sunday,4.5,95,53
2021-01-03,16,2021,1,Sunday,4.6,96,53
2021-01-03,17,2021,1,Sunday,4.5,97,53
2021-01-03,18,2021,1,Sunday,4.3,97,51
2021-01-03,19,2021,1,Sunday,4.3,98,3
2021-01-03,20,2021,1,Sunday,4.2,97,3
2021-01-03,21,2021,1,Sunday,4.1,97,2
2021-01-03,22,2021,1,Sunday,4.0,96,2
2021-01-03,23,2021,1,Sunday,3.8,95,1
2021-01-04,0,2021,1,Monday,3.4,94,1
2021-01-04,1,2021,1,Monday,2.8,94,0
2021-01-04,2,2021,1,Monday,2.2,94,1
2021-01-04,3,2021,1,Monday,2.2,95,0
2021-01-04,4,2021,1,Monday,1.8,95,0
2021-01-04,5,2021,1,Monday,1.3,96,0
2021-01-04,6,2021,1,Monday,0.9,96,0
2021-01-04,7,2021,1,Monday,0.6,95,0
2021-01-04,8,2021,1,Monday,0.4,95,0
2021-01-04,9,2021,1,Monday,0.7,94,0
2021-01-04,10,2021,1,Monday,2.4,92,0
2021-01-04,11,2021,1,Monday,4.9,82,1
2021-01-04,12,2021,1,Monday,6.2,74,1
2021-01-04,13,2021,1,Monday,7.0,63,1
2021-01-04,14,2021,1,Monday,6.9,61,2
2021-01-04,15,2021,1,Monday,8.2,59,3
2021-01-04,16,2021,1,Monday,7.8,60,3
2021-01-04,17,2021,1,Monday,7.3,65,3
2021-01-04,18,2021,1,Monday,6.7,70,3
2021-01-04,19,2021,1,Monday,5.9,77,3
2021-01-04,20,2021,1,Monday,5.1,83,3
2021-01-04,21,2021,1,Monday,4.7,86,3
2021-01-04,22,2021,1,Monday,4.4,87,3
2021-01-04,23,2021,1,Monday,4.2,88,3
2021-01-05,0,2021,1,Tuesday,3.6,90,3
2021-01-05,1,2021,1,Tuesday,3.3,91,3
2021-01-05,2,2021,1,Tuesday,3.1,91,3
2021-01-05,3,2021,1,Tuesday,3.5,86,3
2021-01-05,4,2021,1,Tuesday,3.1,88,3
2021-01-05,5,2021,1,Tuesday,2.6,91,3
2021-01-05,6,2021,1,Tuesday,2.7,91,3
2021-01-05,7,2021,1,Tuesday,2.8,91,3
2021-01-05,8,2021,1,Tuesday,2.8,91,3
2021-01-05,9,2021,1,Tuesday,2.9,91,3
2021-01-05,10,2021,1,Tuesday,3.8,88,3
2021-01-05,11,2021,1,Tuesday,5.0,82,3
2021-01-05,12,2021,1,Tuesday,5.9,73,3
2021-01-05,13,2021,1,Tuesday,6.2,72,51
2021-01-05,14,2021,1,Tuesday,6.2,71,51
2021-01-05,15,2021,1,Tuesday,5.9,76,51
2021-01-05,16,2021,1,Tuesday,5.7,77,51
2021-01-05,17,2021,1,Tuesday,5.4,79,3
2021-01-05,18,2021,1,Tuesday,4.9,81,51
2021-01-05,19,2021,1,Tuesday,4.2,85,3
2021-01-05,20,2021,1,Tuesday,3.8,87,3
2021-01-05,21,2021,1,Tuesday,3.4,88,3
2021-01-05,22,2021,1,Tuesday,2.9,89,2
2021-01-05,23,2021,1,Tuesday,2.4,90,1
2021-01-06,0,2021,1,Wednesday,1.9,91,2
2021-01-06,1,2021,1,Wednesday,1.5,91,1
2021-01-06,2,2021,1,Wednesday,1.4,90,1
2021-01-06,3,2021,1,Wednesday,2.0,87,1
2021-01-06,4,2021,1,Wednesday,2.0,87,0
2021-01-06,5,2021,1,Wednesday,1.7,88,0
2021-01-06,6,2021,1,Wednesday,1.3,87,3
2021-01-06,7,2021,1,Wednesday,1.1,87,3
2021-01-06,8,2021,1,Wednesday,1.1,86,3
2021-01-06,9,2021,1,Wednesday,1.3,83,3
2021-01-06,10,2021,1,Wednesday,2.7,79,2
2021-01-06,11,2021,1,Wednesday,4.2,68,3
2021-01-06,12,2021,1,Wednesday,5.3,57,3
2021-01-06,13,2021,1,Wednesday,6.1,52,3
2021-01-06,14,2021,1,Wednesday,6.3,52,3
2021-01-06,15,2021,1,Wednesday,6.3,52,3
2021-01-06,16,2021,1,Wednesday,6.3,51,3
2021-01-06,17,2021,1,Wednesday,5.9,50,3
2021-01-06,18,2021,1,Wednesday,5.1,52,3
2021-01-06,19,2021,1,Wednesday,4.4,54,3
2021-01-06,20,2021,1,Wednesday,3.7,56,2
2021-01-06,21,2021,1,Wednesday,3.3,57,2
2021-01-06,22,2021,1,Wednesday,3.0,59,2
2021-01-06,23,2021,1,Wednesday,2.6,60,2
2021-01-07,0,2021,1,Thursday,2.3,62,3
2021-01-07,1,2021,1,Thursday,1.8,63,2
2021-01-07,2,2021,1,Thursday,1.4,64,1
2021-01-07,3,2021,1,Thursday,2.0,65,1
2021-01-07,4,2021,1,Thursday,1.6,67,0
2021-01-07,5,2021,1,Thursday,1.2,69,0
2021-01-07,6,2021,1,Thursday,0.9,71,0
2021-01-07,7,2021,1,Thursday,0.7,72,0
2021-01-07,8,2021,1,Thursday,0.5,72,0
2021-01-07,9,2021,1,Thursday,0.3,75,0
2021-01-07,10,2021,1,Thursday,1.6,72,0
2021-01-07,11,2021,1,Thursday,3.1,63,0
2021-01-07,12,2021,1,Thursday,4.1,60,0
2021-01-07,13,2021,1,Thursday,5.2,57,0
2021-01-07,14,2021,1,Thursday,6.1,54,0
2021-01-07,15,2021,1,Thursday,7.1,50,0
2021-01-07,16,2021,1,Thursday,7.3,49,1
2021-01-07,17,2021,1,Thursday,6.9,50,1
2021-01-07,18,2021,1,Thursday,5.6,55,1
2021-01-07,19,2021,1,Thursday,4.1,62,1
2021-01-07,20,2021,1,Thursday,2.8,69,1
2021-01-07,21,2021,1,Thursday,1.7,72,1
2021-01-07,22,2021,1,Thursday,0.8,75,1
2021-01-07,23,2021,1,Thursday,0.0,78,1
2021-01-08,0,2021,1,Friday,-0.7,82,1
2021-01-08,1,2021,1,Friday,-1.2,84,1
2021-01-08,2,2021,1,Friday,-1.1,83,1
2021-01-08,3,2021,1,Friday,-1.5,82,1
2021-01-08,4,2021,1,Friday,-1.0,78,1
2021-01-08,5,2021,1,Friday,-1.0,81,2
2021-01-08,6,2021,1,Friday,-1.1,79,2
2021-01-08,7,2021,1,Friday,-1.4,80,2
2021-01-08,8,2021,1,Friday,-1.1,80,3
2021-01-08,9,2021,1,Friday,-1.1,80,3
2021-01-08,10,2021,1,Friday,0.4,70,3
2021-01-08,11,2021,1,Friday,1.4,65,3
2021-01-08,12,2021,1,Friday,2.1,63,2
2021-01-08,13,2021,1,Friday,2.2,62,2
2021-01-08,14,2021,1,Friday,2.7,60,2
2021-01-08,15,2021,1,Friday,3.5,55,2
2021-01-08,16,2021,1,Friday,4.0,54,2
2021-01-08,17,2021,1,Friday,3.7,54,2
2021-01-08,18,2021,1,Friday,2.8,58,2
2021-01-08,19,2021,1,Friday,1.9,61,2
2021-01-08,20,2021,1,Friday,1.4,62,0
2021-01-08,21,2021,1,Friday,1.0,63,0
2021-01-08,22,2021,1,Friday,0.7,64,1
2021-01-08,23,2021,1,Friday,0.8,62,1
2021-01-09,0,2021,1,Saturday,0.3,62,1
2021-01-09,1,2021,1,Saturday,-0.2,63,1
2021-01-09,2,2021,1,Saturday,-0.6,62,2
2021-01-09,3,2021,1,Saturday,-0.4,58,2
2021-01-09,4,2021,1,Saturday,-0.5,54,2
2021-01-09,5,2021,1,Saturday,-0.9,51,2
2021-01-09,6,2021,1,Saturday,-1.2,49,1
2021-01-09,7,2021,1,Saturday,-1.4,48,1
2021-01-09,8,2021,1,Saturday,-1.6,48,1
2021-01-09,9,2021,1,Saturday,-1.6,50,1
2021-01-09,10,2021,1,Saturday,-0.7,48,1
2021-01-09,11,2021,1,Saturday,0.7,43,1
2021-01-09,12,2021,1,Saturday,2.2,39,0
2021-01-09,13,2021,1,Saturday,3.5,36,0
2021-01-09,14,2021,1,Saturday,4.6,34,0
2021-01-09,15,2021,1,Saturday,6.0,33,0
2021-01-09,16,2021,1,Saturday,6.5,34,0
2021-01-09,17,2021,1,Saturday,6.2,38,0
2021-01-09,18,2021,1,Saturday,5.0,41,0
2021-01-09,19,2021,1,Saturday,4.1,45,0
2021-01-09,20,2021,1,Saturday,3.6,47,0
2021-01-09,21,2021,1,Saturday,3.1,49,0
2021-01-09,22,2021,1,Saturday,2.7,50,0
2021-01-09,23,2021,1,Saturday,2.3,51,0
2021-01-10,0,2021,1,Sunday,1.9,52,0
2021-01-10,1,2021,1,Sunday,1.4,52,0
2021-01-10,2,2021,1,Sunday,1.0,51,0
2021-01-10,3,2021,1,Sunday,1.3,48,0
2021-01-10,4,2021,1,Sunday,1.0,49,0
2021-01-10,5,2021,1,Sunday,0.5,51,0
2021-01-10,6,2021,1,Sunday,0.1,53,0
2021-01-10,7,2021,1,Sunday,-0.3,57,0
2021-01-10,8,2021,1,Sunday,-0.8,61,0
2021-01-10,9,2021,1,Sunday,-1.0,67,0
2021-01-10,10,2021,1,Sunday,1.0,64,0
2021-01-10,11,2021,1,Sunday,3.0,57,0
2021-01-10,12,2021,1,Sunday,4.4,54,0
2021-01-10,13,2021,1,Sunday,5.5,53,0
2021-01-10,14,2021,1,Sunday,6.4,51,0
2021-01-10,15,2021,1,Sunday,7.8,47,0
2021-01-10,16,2021,1,Sunday,8.0,47,0
2021-01-10,17,2021,1,Sunday,7.5,49,0
2021-01-10,18,2021,1,Sunday,6.3,56,0
2021-01-10,19,2021,1,Sunday,3.9,71,0
2021-01-10,20,2021,1,Sunday,1.8,78,0
2021-01-10,21,2021,1,Sunday,0.4,82,0
2021-01-10,22,2021,1,Sunday,0.1,81,0
2021-01-10,23,2021,1,Sunday,0.6,80,1
2021-01-11,0,2021,1,Monday,1.3,79,0
2021-01-11,1,2021,1,Monday,0.6,82,0
2021-01-11,2,2021,1,Monday,-0.2,87,0
2021-01-11,3,2021,1,Monday,-0.5,84,0
2021-01-11,4,2021,1,Monday,-0.5,85,0
2021-01-11,5,2021,1,Monday,-0.6,86,1
2021-01-11,6,2021,1,Monday,-1.0,88,2
2021-01-11,7,2021,1,Monday,-1.3,89,3
2021-01-11,8,2021,1,Monday,-1.2,89,3
2021-01-11,9,2021,1,Monday,-0.8,89,3
2021-01-11,10,2021,1,Monday,1.1,85,2
2021-01-11,11,2021,1,Monday,3.0,74,3
2021-01-11,12,2021,1,Monday,4.2,69,3
2021-01-11,13,2021,1,Monday,5.1,66,3
2021-01-11,14,2021,1,Monday,5.2,67,3
2021-01-11,15,2021,1,Monday,5.3,68,3
2021-01-11,16,2021,1,Monday,5.1,71,2
2021-01-11,17,2021,1,Monday,4.3,75,1
2021-01-11,18,2021,1,Monday,3.1,80,1
2021-01-11,19,2021,1,Monday,2.0,85,1
2021-01-11,20,2021,1,Monday,1.4,88,1
2021-01-11,21,2021,1,Monday,0.8,91,0
2021-01-11,22,2021,1,Monday,0.0,92,0
2021-01-11,23,2021,1,Monday,-0.8,93,0
2021-01-12,0,2021,1,Tuesday,-1.7,94,0
2021-01-12,1,2021,1,Tuesday,-2.1,94,0
2021-01-12,2,2021,1,Tuesday,-2.4,92,0
2021-01-12,3,2021,1,Tuesday,-2.4,93,0
2021-01-12,4,2021,1,Tuesday,-2.5,90,0
2021-01-12,5,2021,1,Tuesday,-2.3,86,0
2021-01-12,6,2021,1,Tuesday,-2.2,84,0
2021-01-12,7,2021,1,Tuesday,-2.2,84,0
2021-01-12,8,2021,1,Tuesday,-2.6,85,0
2021-01-12,9,2021,1,Tuesday,-2.7,86,0
2021-01-12,10,2021,1,Tuesday,0.7,76,0
2021-01-12,11,2021,1,Tuesday,3.1,65,0
2021-01-12,12,2021,1,Tuesday,4.4,59,0
2021-01-12,13,2021,1,Tuesday,5.5,55,0
2021-01-12,14,2021,1,Tuesday,6.4,53,0
2021-01-12,15,2021,1,Tuesday,7.5,50,0
2021-01-12,16,2021,1,Tuesday,7.7,49,0
2021-01-12,17,2021,1,Tuesday,7.1,54,0
2021-01-12,18,2021,1,Tuesday,5.7,72,0
2021-01-12,19,2021,1,Tuesday,5.2,61,0
2021-01-12,20,2021,1,Tuesday,2.9,72,0
2021-01-12,21,2021,1,Tuesday,1.0,79,0
2021-01-12,22,2021,1,Tuesday,-0.7,86,0
2021-01-12,23,2021,1,Tuesday,-1.4,88,0
2021-01-13,0,2021,1,Wednesday,-1.5,86,0
2021-01-13,1,2021,1,Wednesday,-1.7,82,0
2021-01-13,2,2021,1,Wednesday,-2.0,81,0
2021-01-13,3,2021,1,Wednesday,-1.7,82,0
2021-01-13,4,2021,1,Wednesday,-1.8,82,0
2021-01-13,5,2021,1,Wednesday,-2.1,83,0
2021-01-13,6,2021,1,Wednesday,-2.2,83,0
2021-01-13,7,2021,1,Wednesday,-2.3,83,0
2021-01-13,8,2021,1,Wednesday,-2.3,83,0
2021-01-13,9,2021,1,Wednesday,-1.6,81,0
2021-01-13,10,2021,1,Wednesday,1.1,74,0
2021-01-13,11,2021,1,Wednesday,4.1,62,0
2021-01-13,12,2021,1,Wednesday,5.8,56,0
2021-01-13,13,2021,1,Wednesday,7.0,53,0
2021-01-13,14,2021,1,Wednesday,7.7,52,0
2021-01-13,15,2021,1,Wednesday,8.6,51,0
2021-01-13,16,2021,1,Wednesday,8.7,52,0
2021-01-13,17,2021,1,Wednesday,8.0,58,0
2021-01-13,18,2021,1,Wednesday,6.6,65,0
2021-01-13,19,2021,1,Wednesday,4.7,74,0
2021-01-13,20,2021,1,Wednesday,3.2,82,0
2021-01-13,21,2021,1,Wednesday,2.3,85,0
2021-01-13,22,2021,1,Wednesday,1.6,87,0
2021-01-13,23,2021,1,Wednesday,0.9,87,0
2021-01-14,0,2021,1,Thursday,0.1,88,0
2021-01-14,1,2021,1,Thursday,-0.4,88,0
2021-01-14,2,2021,1,Thursday,-0.2,86,0
2021-01-14,3,2021,1,Thursday,-0.7,88,0
2021-01-14,4,2021,1,Thursday,-0.9,88,0
2021-01-14,5,2021,1,Thursday,-1.0,88,0
2021-01-14,6,2021,1,Thursday,-1.2,89,0
2021-01-14,7,2021,1,Thursday,-1.4,90,1
2021-01-14,8,2021,1,Thursday,-1.4,89,2
2021-01-14,9,2021,1,Thursday,-0.8,87,1
2021-01-14,10,2021,1,Thursday,1.6,86,1
2021-01-14,11,2021,1,Thursday,5.4,67,1
2021-01-14,12,2021,1,Thursday,7.6,57,0
2021-01-14,13,2021,1,Thursday,9.1,52,0
2021-01-14,14,2021,1,Thursday,9.9,50,0
2021-01-14,15,2021,1,Thursday,10.9,47,0
2021-01-14,16,2021,1,Thursday,11.0,46,0
2021-01-14,17,2021,1,Thursday,10.3,51,0
2021-01-14,18,2021,1,Thursday,8.7,59,1
2021-01-14,19,2021,1,Thursday,6.0,72,1
2021-01-14,20,2021,1,Thursday,4.1,81,1
2021-01-14,21,2021,1,Thursday,2.9,85,1
2021-01-14,22,2021,1,Thursday,2.3,87,2
2021-01-14,23,2021,1,Thursday,1.6,88,1
2021-01-15,0,2021,1,Friday,0.8,89,1
2021-01-15,1,2021,1,Friday,0.3,89,1
2021-01-15,2,2021,1,Friday,0.1,88,1
2021-01-15,3,2021,1,Friday,0.2,85,1
2021-01-15,4,2021,1,Friday,-0.3,87,1
2021-01-15,5,2021,1,Friday,-0.5,88,1
2021-01-15,6,2021,1,Friday,-0.3,89,1
2021-01-15,7,2021,1,Friday,0.0,89,1
2021-01-15,8,2021,1,Friday,0.1,90,1
2021-01-15,9,2021,1,Friday,0.4,91,1
2021-01-15,10,2021,1,Friday,2.5,87,0
2021-01-15,11,2021,1,Friday,5.4,77,1
2021-01-15,12,2021,1,Friday,7.6,71,0
2021-01-15,13,2021,1,Friday,9.0,70,0
2021-01-15,14,2021,1,Friday,9.9,68,2
2021-01-15,15,2021,1,Friday,10.4,64,3
2021-01-15,16,2021,1,Friday,9.9,69,3
2021-01-15,17,2021,1,Friday,9.0,75,3
2021-01-15,18,2021,1,Friday,8.2,81,3
2021-01-15,19,2021,1,Friday,7.5,86,51
2021-01-15,20,2021,1,Friday,6.8,92,53
2021-01-15,21,2021,1,Friday,6.7,94,53
2021-01-15,22,2021,1,Friday,6.5,95,53
2021-01-15,23,2021,1,Friday,6.5,96,53
2021-01-16,0,2021,1,Saturday,6.5,97,51
2021-01-16,1,2021,1,Saturday,6.3,97,53
2021-01-16,2,2021,1,Saturday,5.9,97,51
2021-01-16,3,2021,1,Saturday,5.1,99,2
2021-01-16,4,2021,1,Saturday,4.6,96,0
2021-01-16,5,2021,1,Saturday,3.7,95,0
2021-01-16,6,2021,1,Saturday,2.7,95,0
2021-01-16,7,2021,1,Saturday,1.7,95,0
2021-01-16,8,2021,1,Saturday,0.8,94,1
2021-01-16,9,2021,1,Saturday,0.3,94,1
2021-01-16,10,2021,1,Saturday,1.3,90,1
2021-01-16,11,2021,1,Saturday,2.7,84,2
2021-01-16,12,2021,1,Saturday,4.2,77,2
2021-01-16,13,2021,1,Saturday,5.9,66,0
2021-01-16,14,2021,1,Saturday,7.1,56,0
2021-01-16,15,2021,1,Saturday,8.1,46,2
2021-01-16,16,2021,1,Saturday,7.7,44,2
2021-01-16,17,2021,1,Saturday,6.6,52,2
2021-01-16,18,2021,1,Saturday,5.4,61,2
2021-01-16,19,2021,1,Saturday,4.4,66,3
2021-01-16,20,2021,1,Saturday,4.0,65,3
2021-01-16,21,2021,1,Saturday,3.4,65,2
2021-01-16,22,2021,1,Saturday,2.7,63,1
2021-01-16,23,2021,1,Saturday,2.1,62,0
2021-01-17,0,2021,1,Sunday,1.7,61,0
2021-01-17,1,2021,1,Sunday,1.4,62,0
2021-01-17,2,2021,1,Sunday,1.0,64,0
2021-01-17,3,2021,1,Sunday,0.5,66,0
2021-01-17,4,2021,1,Sunday,-0.0,69,0
2021-01-17,5,2021,1,Sunday,-0.4,71,0
2021-01-17,6,2021,1,Sunday,-0.2,70,2
2021-01-17,7,2021,1,Sunday,-0.1,70,2
2021-01-17,8,2021,1,Sunday,-0.2,73,2
2021-01-17,9,2021,1,Sunday,-0.1,76,1
2021-01-17,10,2021,1,Sunday,1.8,73,0
2021-01-17,11,2021,1,Sunday,4.3,65,1
2021-01-17,12,2021,1,Sunday,6.2,58,2
2021-01-17,13,2021,1,Sunday,7.3,50,3
2021-01-17,14,2021,1,Sunday,7.6,47,3
2021-01-17,15,2021,1,Sunday,7.8,47,3
2021-01-17,16,2021,1,Sunday,7.8,46,3
2021-01-17,17,2021,1,Sunday,7.5,48,3
2021-01-17,18,2021,1,Sunday,6.6,51,2
2021-01-17,19,2021,1,Sunday,5.7,55,2
2021-01-17,20,2021,1,Sunday,4.9,59,1
2021-01-17,21,2021,1,Sunday,4.2,62,1
2021-01-17,22,2021,1,Sunday,3.9,64,2
2021-01-17,23,2021,1,Sunday,3.2,67,0
2021-01-18,0,2021,1,Monday,2.6,70,0
2021-01-18,1,2021,1,Monday,1.7,74,0
2021-01-18,2,2021,1,Monday,1.5,75,0
2021-01-18,3,2021,1,Monday,1.4,74,0
2021-01-18,4,2021,1,Monday,0.8,76,0
2021-01-18,5,2021,1,Monday,-0.1,80,0
2021-01-18,6,2021,1,Monday,-0.7,82,1
2021-01-18,7,2021,1,Monday,-0.9,83,1
2021-01-18,8,2021,1,Monday,-0.8,83,0
2021-01-18,9,2021,1,Monday,-0.8,83,1
2021-01-18,10,2021,1,Monday,1.9,76,1
2021-01-18,11,2021,1,Monday,4.4,64,1
2021-01-18,12,2021,1,Monday,5.4,51,1
2021-01-18,13,2021,1,Monday,5.7,48,1
2021-01-18,14,2021,1,Monday,6.2,44,2
2021-01-18,15,2021,1,Monday,6.9,37,2
2021-01-18,16,2021,1,Monday,6.8,37,2
2021-01-18,17,2021,1,Monday,6.3,38,0
2021-01-18,18,2021,1,Monday,5.1,41,0
2021-01-18,19,2021,1,Monday,3.8,45,0
2021-01-18,20,2021,1,Monday,2.6,49,0
2021-01-18,21,2021,1,Monday,1.7,53,0
2021-01-18,22,2021,1,Monday,1.1,55,0
2021-01-18,23,2021,1,Monday,0.8,57,0
2021-01-19,0,2021,1,Tuesday,0.4,60,0
2021-01-19,1,2021,1,Tuesday,-0.1,64,0
2021-01-19,2,2021,1,Tuesday,-0.8,69,0
2021-01-19,3,2021,1,Tuesday,-1.3,74,0
2021-01-19,4,2021,1,Tuesday,-2.0,77,0
2021-01-19,5,2021,1,Tuesday,-2.2,78,0
2021-01-19,6,2021,1,Tuesday,-2.3,78,3
2021-01-19,7,2021,1,Tuesday,-2.1,78,3
2021-01-19,8,2021,1,Tuesday,-2.0,78,2
2021-01-19,9,2021,1,Tuesday,-1.7,79,2
2021-01-19,10,2021,1,Tuesday,1.4,70,2
2021-01-19,11,2021,1,Tuesday,3.7,62,3
2021-01-19,12,2021,1,Tuesday,5.6,56,2
2021-01-19,13,2021,1,Tuesday,7.1,51,2
2021-01-19,14,2021,1,Tuesday,7.9,49,3
2021-01-19,15,2021,1,Tuesday,8.9,41,1
2021-01-19,16,2021,1,Tuesday,9.2,36,0
2021-01-19,17,2021,1,Tuesday,8.8,37,0
2021-01-19,18,2021,1,Tuesday,7.0,42,0
2021-01-19,19,2021,1,Tuesday,5.0,49,0
2021-01-19,20,2021,1,Tuesday,3.0,59,0
2021-01-19,21,2021,1,Tuesday,1.3,66,0
2021-01-19,22,2021,1,Tuesday,0.1,68,0
2021-01-19,23,2021,1,Tuesday,-0.2,68,1
2021-01-20,0,2021,1,Wednesday,0.0,67,1
2021-01-20,1,2021,1,Wednesday,-0.3,70,0
2021-01-20,2,2021,1,Wednesday,-0.9,75,0
2021-01-20,3,2021,1,Wednesday,-0.0,72,1
2021-01-20,4,2021,1,Wednesday,-1.0,80,53
2021-01-20,5,2021,1,Wednesday,-0.6,83,51
2021-01-20,6,2021,1,Wednesday,-0.6,85,53
2021-01-20,7,2021,1,Wednesday,-0.0,87,51
2021-01-20,8,2021,1,Wednesday,0.5,87,0
2021-01-20,9,2021,1,Wednesday,0.7,85,0
2021-01-20,10,2021,1,Wednesday,1.9,81,0
2021-01-20,11,2021,1,Wednesday,3.6,65,0
2021-01-20,12,2021,1,Wednesday,4.7,49,0
2021-01-20,13,2021,1,Wednesday,5.3,44,0
2021-01-20,14,2021,1,Wednesday,5.5,40,1
2021-01-20,15,2021,1,Wednesday,5.7,42,3
2021-01-20,16,2021,1,Wednesday,4.9,41,3
2021-01-20,17,2021,1,Wednesday,4.3,39,0
2021-01-20,18,2021,1,Wednesday,3.1,40,0
2021-01-20,19,2021,1,Wednesday,1.7,43,0
2021-01-20,20,2021,1,Wednesday,0.4,48,0
2021-01-20,21,2021,1,Wednesday,-1.3,63,0
2021-01-20,22,2021,1,Wednesday,-2.2,63,0
2021-01-20,23,2021,1,Wednesday,-2.1,60,0
2021-01-21,0,2021,1,Thursday,-1.5,56,0
2021-01-21,1,2021,1,Thursday,-1.1,56,0
2021-01-21,2,2021,1,Thursday,-1.4,59,0
2021-01-21,4,2021,1,Thursday,-3.8,78,0
2021-01-21,5,2021,1,Thursday,-3.8,79,1
2021-01-21,6,2021,1,Thursday,-3.3,80,1
2021-01-21,7,2021,1,Thursday,-2.2,81,1
2021-01-21,8,2021,1,Thursday,-1.5,82,1
2021-01-21,9,2021,1,Thursday,-0.6,78,0
2021-01-21,10,2021,1,Thursday,0.9,69,0
2021-01-21,11,2021,1,Thursday,3.1,58,0
2021-01-21,12,2021,1,Thursday,5.4,52,0
2021-01-21,13,2021,1,Thursday,7.2,48,0
2021-01-21,14,2021,1,Thursday,8.5,45,0
2021-01-21,15,2021,1,Thursday,9.4,43,0
2021-01-21,16,2021,1,Thursday,9.8,43,0
2021-01-21,17,2021,1,Thursday,9.3,49,0
2021-01-21,18,2021,1,Thursday,7.2,56,0
2021-01-21,19,2021,1,Thursday,5.2,65,0
2021-01-21,20,2021,1,Thursday,3.8,71,0
2021-01-21,21,2021,1,Thursday,2.9,74,0
2021-01-21,22,2021,1,Thursday,2.4,73,0
2021-01-21,23,2021,1,Thursday,1.7,72,0
2021-01-22,0,2021,1,Friday,1.2,74,0
2021-01-22,1,2021,1,Friday,0.7,76,0
2021-01-22,2,2021,1,Friday,0.3,78,0
2021-01-22,4,2021,1,Friday,-0.3,76,0
2021-01-22,5,2021,1,Friday,-0.9,80,0
2021-01-22,6,2021,1,Friday,-1.4,82,0
2021-01-22,7,2021,1,Friday,-1.7,84,0
2021-01-22,8,2021,1,Friday,-2.0,86,0
2021-01-22,9,2021,1,Friday,-1.7,86,0
